ID,VPL,USERID,DATESSUBMITTED,COMMENTS,DATEGRADED,GRADE,DATA_ENVIO,DATA_AVALIACAO,NOTA
20170,104,28,1684286328,,0,,2023-05-17 01:18:48,1970-01-01 00:00:00,
20171,104,28,1684286377,,0,,2023-05-17 01:19:37,1970-01-01 00:00:00,
20172,104,28,1684286436,,0,,2023-05-17 01:20:36,1970-01-01 00:00:00,
20173,104,28,1684286621,,0,,2023-05-17 01:23:41,1970-01-01 00:00:00,
20174,104,28,1684286645,,0,,2023-05-17 01:24:05,1970-01-01 00:00:00,
20175,104,28,1684286810,,0,,2023-05-17 01:26:50,1970-01-01 00:00:00,
20176,104,28,1684286877,,1684286893,0,2023-05-17 01:27:57,2023-05-17 01:28:13,0.0
20177,104,28,1684286915,,0,,2023-05-17 01:28:35,1970-01-01 00:00:00,
20178,105,28,1684287719,,0,,2023-05-17 01:41:59,1970-01-01 00:00:00,
20180,105,28,1684287762,,0,,2023-05-17 01:42:42,1970-01-01 00:00:00,
20182,105,28,1684287808,,1684287819,1.000.000,2023-05-17 01:43:28,2023-05-17 01:43:39,10.0
20183,105,41,1684323726,,0,,2023-05-17 11:42:06,1970-01-01 00:00:00,
20184,105,41,1684323748,,1684323762,1.000.000,2023-05-17 11:42:28,2023-05-17 11:42:42,10.0
20185,106,41,1684323925,,0,,2023-05-17 11:45:25,1970-01-01 00:00:00,
20186,106,41,1684323930,,1684323947,1.000.000,2023-05-17 11:45:30,2023-05-17 11:45:47,10.0
20187,107,41,1684324398,,0,,2023-05-17 11:53:18,1970-01-01 00:00:00,
20188,107,41,1684324497,,1684775216,1.000.000,2023-05-17 11:54:57,2023-05-22 17:06:56,10.0
20189,103,23,1684324780,,0,,2023-05-17 11:59:40,1970-01-01 00:00:00,
20190,103,23,1684324818,,0,,2023-05-17 12:00:18,1970-01-01 00:00:00,
20191,103,23,1684324862,,0,,2023-05-17 12:01:02,1970-01-01 00:00:00,
20192,103,23,1684324906,,0,,2023-05-17 12:01:46,1970-01-01 00:00:00,
20193,103,23,1684325047,,0,,2023-05-17 12:04:07,1970-01-01 00:00:00,
20194,103,23,1684325131,,0,,2023-05-17 12:05:31,1970-01-01 00:00:00,
20195,103,23,1684325159,,0,,2023-05-17 12:05:59,1970-01-01 00:00:00,
20196,108,41,1684325637,,0,,2023-05-17 12:13:57,1970-01-01 00:00:00,
20197,103,23,1684325664,,0,,2023-05-17 12:14:24,1970-01-01 00:00:00,
20198,103,23,1684325814,,0,,2023-05-17 12:16:54,1970-01-01 00:00:00,
20199,103,23,1684325837,,0,,2023-05-17 12:17:17,1970-01-01 00:00:00,
20200,108,41,1684325862,,0,,2023-05-17 12:17:42,1970-01-01 00:00:00,
20201,108,41,1684325906,,0,,2023-05-17 12:18:26,1970-01-01 00:00:00,
20202,103,23,1684325950,,0,,2023-05-17 12:19:10,1970-01-01 00:00:00,
20203,108,41,1684326001,,1684326006,500.000,2023-05-17 12:20:01,2023-05-17 12:20:06,5.0
20205,103,23,1684326087,,0,,2023-05-17 12:21:27,1970-01-01 00:00:00,
20207,103,23,1684326126,,0,,2023-05-17 12:22:06,1970-01-01 00:00:00,
20209,103,23,1684326183,,1684326203,0,2023-05-17 12:23:03,2023-05-17 12:23:23,0.0
20210,108,41,1684326189,,0,,2023-05-17 12:23:09,1970-01-01 00:00:00,
20211,103,23,1684326247,,1684326260,1.000.000,2023-05-17 12:24:07,2023-05-17 12:24:20,10.0
20212,108,41,1684326379,,0,,2023-05-17 12:26:19,1970-01-01 00:00:00,
20213,108,41,1684326404,,0,,2023-05-17 12:26:44,1970-01-01 00:00:00,
20215,108,41,1684326462,,1684326472,1.000.000,2023-05-17 12:27:42,2023-05-17 12:27:52,10.0
20220,109,41,1684327249,,0,,2023-05-17 12:40:49,1970-01-01 00:00:00,
20221,107,36,1684327369,,0,,2023-05-17 12:42:49,1970-01-01 00:00:00,
20225,107,36,1684327417,,0,,2023-05-17 12:43:37,1970-01-01 00:00:00,
20226,107,36,1684327475,,0,,2023-05-17 12:44:35,1970-01-01 00:00:00,
20227,107,36,1684327530,,1684327534,0,2023-05-17 12:45:30,2023-05-17 12:45:34,0.0
20229,107,36,1684327566,,0,,2023-05-17 12:46:06,1970-01-01 00:00:00,
20234,109,41,1684328083,,0,,2023-05-17 12:54:43,1970-01-01 00:00:00,
20236,109,41,1684328158,,0,,2023-05-17 12:55:58,1970-01-01 00:00:00,
20237,109,41,1684328191,,0,,2023-05-17 12:56:31,1970-01-01 00:00:00,
20238,109,41,1684328256,,0,,2023-05-17 12:57:36,1970-01-01 00:00:00,
20239,108,36,1684328318,,0,,2023-05-17 12:58:38,1970-01-01 00:00:00,
20240,108,36,1684328339,,0,,2023-05-17 12:58:59,1970-01-01 00:00:00,
20241,109,41,1684328349,,1684328353,1.000.000,2023-05-17 12:59:09,2023-05-17 12:59:13,10.0
20242,104,22,1684328351,,0,,2023-05-17 12:59:11,1970-01-01 00:00:00,
20245,104,22,1684328408,,0,,2023-05-17 13:00:08,1970-01-01 00:00:00,
20246,104,22,1684328464,,0,,2023-05-17 13:01:04,1970-01-01 00:00:00,
20247,108,36,1684328494,,0,,2023-05-17 13:01:34,1970-01-01 00:00:00,
20248,104,22,1684328538,,0,,2023-05-17 13:02:18,1970-01-01 00:00:00,
20249,108,36,1684328544,,0,,2023-05-17 13:02:24,1970-01-01 00:00:00,
20251,104,22,1684328578,,1684328592,1.000.000,2023-05-17 13:02:58,2023-05-17 13:03:12,10.0
20252,108,36,1684328600,,0,,2023-05-17 13:03:20,1970-01-01 00:00:00,
20262,105,22,1684328794,,0,,2023-05-17 13:06:34,1970-01-01 00:00:00,
20265,110,41,1684328893,,0,,2023-05-17 13:08:13,1970-01-01 00:00:00,
20266,110,41,1684328904,,0,,2023-05-17 13:08:24,1970-01-01 00:00:00,
20267,105,22,1684328909,,0,,2023-05-17 13:08:29,1970-01-01 00:00:00,
20268,105,22,1684328945,,1684329550,1.000.000,2023-05-17 13:09:05,2023-05-17 13:19:10,10.0
20269,110,41,1684328984,,0,,2023-05-17 13:09:44,1970-01-01 00:00:00,
20272,108,36,1684328994,,0,,2023-05-17 13:09:54,1970-01-01 00:00:00,
20273,108,36,1684329015,,0,,2023-05-17 13:10:15,1970-01-01 00:00:00,
20275,108,36,1684329067,,0,,2023-05-17 13:11:07,1970-01-01 00:00:00,
20277,108,36,1684329088,,0,,2023-05-17 13:11:28,1970-01-01 00:00:00,
20279,108,36,1684329132,,0,,2023-05-17 13:12:12,1970-01-01 00:00:00,
20280,108,36,1684329166,,0,,2023-05-17 13:12:46,1970-01-01 00:00:00,
